Player,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Anthony Roberts,Career,NBA,213,0,18.2,3.2,7.7,.412,0.0,0.0,.000,3.2,7.7,.412,.412,1.4,2.0,.699,1.6,2.4,3.9,1.2,0.4,0.1,1.2,2.4,7.8
Bill Roberts,Career,TOT,117.0,,,1.4,4.2,0.33899999999999997,,,,,,,,0.6,0.9,0.706,,,,0.6,,,,1.7,3.5
Brian Roberts,Career,NBA,314.0,59.0,16.6,2.4,5.8,0.41100000000000003,0.7,1.9,0.35600000000000004,1.7,3.9,0.439,0.47100000000000003,1.1,1.2,0.9079999999999999,0.2,1.2,1.3,2.3,0.4,0.1,0.9,1.2,6.6
Fred Roberts,Career,NBA,818,253,18.0,2.8,5.5,.502,0.1,0.2,.325,2.7,5.3,.508,.508,1.7,2.1,.796,1.0,1.8,2.8,1.2,0.5,0.3,1.2,1.9,7.3
Joe Roberts,Career,TOT,218,,15.9,2.3,6.0,.381,0.0,0.1,.333,2.3,6.0,.381,.381,1.2,1.8,.637,,,4.9,0.6,,,0.8,2.2,5.8
Lawrence Roberts,Career,NBA,87,18,13.2,1.3,2.9,0.452,0.0,0.0,0.0,1.3,2.9,0.46,0.452,1.2,1.8,0.688,1.5,2.1,3.6,0.4,0.5,0.2,0.5,1.9,3.8
Marv Roberts,Career,TOT,402.0,,19.3,3.3,7.7,0.433,0.0,0.0,0.33299999999999996,3.3,7.7,0.434,0.434,1.6,2.1,0.773,1.7,2.2,3.9,1.3,0.4,0.1,1.3,2.2,8.3
Stanley Roberts,Career,NBA,300,178,19.6,3.5,7.1,.499,0.0,0.0,.000,3.5,7.1,.499,.499,1.5,2.8,.514,1.7,3.5,5.2,0.6,0.4,1.3,1.2,3.5,8.5
Alvin Robertson,Career,NBA,779,680,31.7,5.7,11.9,.477,0.3,1.0,.295,5.4,10.8,.494,.490,2.3,3.1,.743,2.1,3.1,5.2,5.0,2.7,0.4,2.7,3.4,14.0
Oscar Robertson,Career,NBA,1040.0,,42.2,9.1,18.9,0.485,,,,,,,,7.4,8.8,0.838,1.0,3.0,7.5,9.5,1.1,0.1,,2.8,25.7
Ryan Robertson,Career,NBA,1,0,25.0,2.0,6.0,0.33299999999999996,0.0,2.0,0.0,2.0,4.0,0.5,0.33299999999999996,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Tony Robertson,Career,NBA,75.0,,13.4,2.4,5.6,0.435,,,,,,,,0.6,0.8,0.6940000000000001,0.3,0.8,1.1,1.4,1.1,0.1,1.3,1.9,5.5
Rick Robey,Career,NBA,493.0,46.0,17.9,3.0,6.1,0.501,0.0,0.0,0.125,3.0,6.1,0.502,0.501,1.5,2.3,0.65,1.7,3.0,4.7,1.2,0.4,0.2,1.6,2.5,7.6
Bernard Robinson,Career,NBA,128.0,19.0,14.9,1.7,4.0,0.41700000000000004,0.0,0.2,0.161,1.6,3.7,0.434,0.42200000000000004,1.1,1.5,0.7859999999999999,0.7,1.8,2.5,1.0,0.9,0.1,0.9,1.7,4.5
Chris Robinson,Career,NBA,76.0,6.0,14.4,1.8,4.7,0.376,0.8,2.0,0.374,1.0,2.6,0.37799999999999995,0.45799999999999996,0.3,0.6,0.5710000000000001,0.4,1.1,1.5,1.4,0.6,0.2,0.9,1.8,4.6
Cliff Robinson,Career,NBA,629,413,30.7,7.1,15.3,.468,0.0,0.1,.184,7.1,15.2,.469,.469,2.9,4.0,.722,2.2,6.2,8.3,2.0,1.0,0.7,2.5,3.0,17.2
Clifford Robinson,Career,NBA,1380.0,844.0,30.8,5.4,12.2,0.43799999999999994,0.9,2.5,0.35600000000000004,4.4,9.7,0.45899999999999996,0.475,2.6,3.7,0.6890000000000001,1.3,3.2,4.6,2.2,1.0,1.0,1.8,3.0,14.2
David Robinson,Career,NBA,987,985,34.7,7.5,14.4,.518,0.0,0.1,.250,7.4,14.3,.520,.519,6.1,8.3,.736,3.1,7.5,10.6,2.5,1.4,3.0,2.4,2.9,21.1
Devin Robinson,Career,NBA,8,0,13.5,2.5,4.4,0.5710000000000001,0.0,0.3,0.0,2.5,4.1,0.606,0.5710000000000001,1.1,1.8,0.643,1.0,2.1,3.1,0.8,0.6,0.8,0.3,1.6,6.1
Duncan Robinson,Career,NBA,137,118,28.7,4.0,8.9,0.452,3.3,7.7,0.42100000000000004,0.8,1.2,0.65,0.634,0.9,1.0,0.8809999999999999,0.1,3.1,3.2,1.4,0.5,0.2,1.0,2.4,12.2
Eddie Robinson,Career,NBA,278.0,48.0,19.2,3.1,6.0,0.507,0.0,0.1,0.25,3.0,5.9,0.512,0.509,0.8,1.1,0.7390000000000001,0.9,1.9,2.7,0.9,0.8,0.3,0.8,1.2,7.0
Flynn Robinson,Career,TOT,543.0,,22.7,5.5,11.9,0.456,0.2,0.6,0.267,5.4,11.9,0.457,0.457,3.0,3.6,0.846,0.6,1.0,2.5,3.0,0.5,0.0,1.0,2.5,14.0
Glenn Robinson,Career,NBA,688.0,668.0,36.8,8.1,17.6,0.45899999999999996,0.9,2.6,0.34,7.2,15.0,0.48,0.485,3.6,4.4,0.82,1.5,4.6,6.1,2.7,1.2,0.6,3.1,2.7,20.7
Glenn Robinson,Career,NBA,304.0,105.0,17.4,2.3,5.0,0.457,0.6,1.7,0.373,1.6,3.3,0.501,0.521,0.8,1.0,0.779,0.7,1.9,2.6,0.8,0.5,0.2,0.5,0.9,5.9
Jackie Robinson,Career,NBA,22,0,8.4,1.4,3.0,.463,0.0,0.1,.000,1.4,3.0,.470,.463,1.0,1.4,.700,0.7,0.5,1.2,0.6,0.4,0.2,0.6,0.8,3.8
Jamal Robinson,Career,NBA,6,0,12.0,0.5,3.7,0.136,0.0,0.3,0.0,0.5,3.3,0.15,0.136,0.0,0.0,,0.5,1.3,1.8,0.3,1.0,0.0,0.5,1.2,1.0
James Robinson,Career,NBA,381,51,18.2,2.8,7.0,.394,1.0,3.0,.348,1.7,4.0,.430,.470,1.0,1.5,.666,0.5,1.2,1.7,1.9,0.5,0.2,1.3,1.7,7.6
Jerome Robinson,Career,NBA,113.0,12.0,14.2,1.7,4.6,0.363,0.7,2.2,0.31,1.0,2.3,0.414,0.439,0.5,0.8,0.721,0.2,1.7,1.8,1.2,0.5,0.2,0.7,1.7,4.5
Justin Robinson,Career,NBA,9,0,5.4,0.6,1.3,0.41700000000000004,0.3,0.6,0.6,0.2,0.8,0.28600000000000003,0.542,0.0,0.0,,0.1,0.4,0.6,0.8,0.0,0.1,0.3,0.2,1.4
Larry Robinson,Career,NBA,89,11,13.5,1.7,4.5,.384,0.6,1.5,.373,1.2,3.0,.390,.447,0.5,0.7,.667,0.7,1.2,1.9,0.9,0.6,0.0,0.7,1.2,4.5
Mitchell Robinson,Career,NBA,158,55,22.9,3.6,5.1,0.705,0.0,0.0,,3.6,5.1,0.705,0.705,1.2,2.1,0.568,3.0,4.0,7.0,0.6,0.9,2.1,0.6,3.1,8.4
Nate Robinson,Career,NBA,618.0,107.0,22.5,4.0,9.4,0.423,1.3,3.6,0.36,2.7,5.8,0.46299999999999997,0.493,1.7,2.2,0.7959999999999999,0.6,1.7,2.3,3.0,0.9,0.1,1.4,2.4,11.0
Oliver Robinson,Career,NBA,35,0,4.2,1.0,2.8,0.361,0.0,0.3,0.091,1.0,2.5,0.395,0.366,0.9,1.3,0.667,0.2,0.3,0.5,0.6,0.1,0.1,0.4,0.5,2.9
Ronnie Robinson,Career,ABA,72.0,,17.7,2.7,6.0,0.444,0.0,0.0,0.0,2.7,6.0,0.445,0.444,0.7,1.1,0.6709999999999999,1.6,2.7,4.3,0.7,0.3,0.1,1.0,1.9,6.1
Rumeal Robinson,Career,NBA,336,125,18.1,3.0,7.0,.432,0.3,1.0,.344,2.7,6.0,.447,.456,1.2,2.0,.611,0.5,1.3,1.8,3.5,0.9,0.2,1.7,1.8,7.6
Samuel Robinson,Career,ABA,134,,21.3,4.0,8.9,0.444,0.0,0.2,0.19,3.9,8.8,0.449,0.446,1.2,1.5,0.777,1.5,2.6,4.1,1.2,,,0.9,1.9,9.1
Thomas Robinson,Career,NBA,313.0,12.0,13.4,2.0,4.3,0.47,0.0,0.0,0.0,2.0,4.3,0.47200000000000003,0.47,0.8,1.6,0.505,1.7,3.1,4.8,0.6,0.5,0.4,1.0,1.7,4.9
Truck Robinson,Career,NBA,772.0,212.0,32.6,6.2,12.9,0.483,0.0,0.0,1.0,6.2,12.9,0.483,0.483,3.1,4.6,0.662,2.6,6.8,9.4,1.7,0.7,0.7,3.0,2.9,15.5
Wayne Robinson,Career,NBA,81,,19.7,2.9,6.3,0.46,0.0,0.1,0.0,2.9,6.2,0.465,0.46,2.2,3.0,0.7290000000000001,1.4,2.2,3.6,1.4,0.6,0.3,1.8,2.3,7.9
Wilbert Robinson,Career,ABA,45,,21.2,3.7,8.9,0.413,0.0,0.1,0.0,3.7,8.8,0.419,0.413,1.3,1.5,0.851,0.6,1.1,1.8,2.9,1.1,0.2,2.0,2.8,8.6
Bill Robinzine,Career,NBA,529.0,9.0,21.6,4.1,8.6,0.48200000000000004,0.0,0.0,0.25,4.1,8.6,0.48200000000000004,0.48200000000000004,2.2,3.0,0.7490000000000001,2.1,4.0,6.1,1.1,1.1,0.2,2.0,3.7,10.5
Dave Robisch,Career,TOT,930.0,0.0,24.5,4.3,9.3,0.46399999999999997,0.0,0.0,0.0,4.3,9.3,0.46399999999999997,0.46399999999999997,2.8,3.5,0.7979999999999999,2.1,4.5,6.6,1.8,0.5,0.5,1.2,2.2,11.4
Isaiah Roby,Career,NBA,45,22,22.1,3.2,6.4,0.5,0.5,1.5,0.319,2.7,4.9,0.557,0.5379999999999999,1.4,2.0,0.73,1.5,3.9,5.4,1.7,0.8,0.6,1.6,2.5,8.4
Red Rocha,Career,TOT,586,,29.9,3.9,10.5,.370,,,,,,,,3.1,4.1,.759,,,6.6,2.0,,,,3.6,10.9
John Roche,Career,TOT,479,2,26.5,4.3,9.2,.469,0.4,1.1,.355,3.9,8.1,.484,.490,2.2,2.7,.792,0.4,1.2,1.5,3.9,0.7,0.1,2.1,1.9,11.2
Gene Rock,Career,BAA,11,,,0.4,1.6,0.222,,,,,,,,0.2,0.4,0.5,,,,0.0,,,,0.7,0.9
Jack Rocker,Career,BAA,9,,,0.9,2.4,0.364,,,,,,,,0.1,0.1,1.0,,,,0.3,,,,0.2,1.9
Guy Rodgers,Career,NBA,892.0,,32.1,4.6,12.2,0.37799999999999995,,,,,,,,2.4,3.4,0.721,,,4.3,7.8,,,,2.9,11.7
Dennis Rodman,Career,NBA,911.0,573.0,31.7,3.0,5.8,0.521,0.1,0.4,0.231,2.9,5.4,0.542,0.529,1.2,2.0,0.584,4.8,8.4,13.1,1.8,0.7,0.6,1.6,3.1,7.3
Sergio Rodríguez,Career,NBA,353.0,52.0,15.0,1.9,4.7,0.409,0.6,1.7,0.337,1.3,3.0,0.451,0.47100000000000003,0.5,0.7,0.7390000000000001,0.3,1.1,1.5,3.4,0.6,0.0,1.4,1.2,4.9
Lou Roe,Career,NBA,66.0,2.0,7.3,0.7,2.1,0.33299999999999996,0.1,0.3,0.25,0.6,1.8,0.34700000000000003,0.35100000000000003,0.5,0.8,0.647,0.6,0.8,1.4,0.3,0.2,0.1,0.4,0.8,2.0
Carlos Rogers,Career,NBA,298.0,55.0,19.0,3.0,5.6,0.536,0.1,0.4,0.258,2.9,5.1,0.5579999999999999,0.545,1.3,2.3,0.562,1.7,2.6,4.3,0.6,0.4,0.8,1.0,1.7,7.4
