Player,index,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eligible,All Star,MVP,DPOY,All-NBA,All-Defensive,Sixth Man,ROY,Scoring Champ,AST Champ,TRB Champ,STL Champ,BLK Champ,NBA Champ,Hall of Fame,hof_prob,3P,3PA,3P%,2P,2PA,2P%,eFG%
Earl Cureton,19,Career,,,NBA,,674,137,18.4,2.3,4.8,.473,0.8,1.5,.538,1.8,2.9,4.7,1.0,0.5,0.5,1.1,2.3,5.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,.000,2.3,4.8,.476,.473
Dell Curry,16,Career,,,NBA,,1083.0,99.0,21.7,4.7,10.3,0.457,1.1,1.4,0.843,0.6,1.9,2.4,1.8,0.9,0.2,1.2,1.7,11.7,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.9,0.402,3.6,7.4,0.478,0.513
Eddy Curry,12,Career,,,NBA,,527,411,24.9,4.9,9.0,.545,3.2,4.9,.642,1.8,3.4,5.2,0.5,0.3,0.7,2.2,3.0,12.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,4.9,9.0,.544,.545
Michael Curry,14,Career,,,NBA,,667,269,19.8,1.6,3.7,.447,1.1,1.3,.825,0.3,1.3,1.6,1.2,0.5,0.1,0.7,2.3,4.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,.298,1.5,3.3,.465,.463
Stephen Curry,12,Career,,,NBA,,755,749,34.3,8.3,17.4,0.47700000000000004,3.8,4.2,0.907,0.7,3.9,4.6,6.5,1.7,0.2,3.1,2.4,24.1,0,7.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,100,3.7,8.5,0.434,4.6,8.9,0.519,0.583
Quintin Dailey,10,Career,,,NBA,,528.0,140.0,23.0,5.6,12.2,0.45399999999999996,3.0,3.8,0.779,0.8,1.7,2.5,2.3,0.9,0.1,1.9,2.3,14.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.158,5.5,12.0,0.461,0.456
Samuel Dalembert,15,Career,,,NBA,,886,694,24.4,3.2,6.1,.521,1.3,1.9,.706,2.6,5.3,7.8,0.5,0.5,1.7,1.4,2.9,7.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.083,3.2,6.1,.522,.521
Erick Dampier,16,Career,,,NBA,,987.0,771.0,24.3,2.8,5.7,0.498,1.8,2.8,0.626,2.8,4.3,7.1,0.8,0.3,1.4,1.5,2.9,7.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2.8,5.7,0.499,0.498
Louie Dampier,12,Career,,,TOT,,960.0,,33.5,6.2,14.0,0.444,2.6,3.2,0.82,0.6,1.9,2.6,4.9,0.8,0.3,2.3,1.9,15.9,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1.1,3.0,0.358,5.4,11.7,0.461,0.474
Bob Dandridge,13,Career,,,NBA,,839.0,0.0,35.2,7.7,15.9,0.484,3.1,4.0,0.78,1.7,4.4,6.8,3.4,1.3,0.6,2.7,3.5,18.5,1,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.7,0.0,0.2,0.16699999999999998,7.7,15.9,0.484,0.484
Antonio Daniels,16,Career,,,NBA,,872,220,22.6,2.6,5.9,.444,2.0,2.5,.793,0.3,1.6,1.8,3.4,0.6,0.1,1.1,1.1,7.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,1.3,.311,2.2,4.5,.483,.479
Marquis Daniels,10,Career,,,NBA,,548.0,146.0,21.4,3.2,7.2,0.451,1.2,1.7,0.721,1.0,1.9,2.8,1.8,0.9,0.3,1.2,1.6,7.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.235,3.0,6.4,0.478,0.46399999999999997
Mel Daniels,10,Career,,,TOT,,639,,35.2,7.3,15.6,.468,3.8,5.8,.657,4.5,10.4,14.9,1.8,0.6,1.5,3.0,3.6,18.4,1,7.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.1,.088,7.3,15.6,.469,.468
Adrian Dantley,20,Career,,,NBA,,955,546,35.8,8.6,15.8,.540,7.2,8.7,.818,2.3,3.4,5.7,3.0,1.0,0.2,2.9,2.7,24.3,1,6.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,88.6,0.0,0.1,.171,8.5,15.8,.541,.540
Brad Daugherty,8,Career,,,NBA,,548,546,36.5,7.0,13.1,0.532,5.0,6.7,0.747,2.2,7.3,9.5,3.7,0.8,0.7,2.8,2.7,19.0,1,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.14300000000000002,7.0,13.1,0.5329999999999999,0.532
Bob Davies,7,Career,,,TOT,,462,,31.3,5.0,13.1,0.37799999999999995,4.4,5.7,0.759,,,2.9,4.9,,,,3.4,14.3,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.5,,,,,,,
Anthony Davis,9,Career,,,NBA,,556.0,551.0,34.4,8.9,17.3,0.515,5.6,7.0,0.799,2.5,7.7,10.3,2.3,1.4,2.4,1.9,2.4,23.9,0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,98.5,0.5,1.6,0.314,8.4,15.7,0.535,0.53
Antonio Davis,20,Career,,,NBA,,903,524,28.9,3.5,7.9,.448,3.0,4.1,.727,2.6,4.9,7.5,1.1,0.5,1.0,1.5,2.8,10.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,.087,3.5,7.9,.449,.448
Baron Davis,17,Career,,,NBA,,835.0,692.0,34.2,5.9,14.3,0.409,2.8,3.9,0.711,0.9,2.9,3.8,7.2,1.8,0.4,2.8,2.8,16.1,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.3,1.6,5.0,0.32,4.3,9.3,0.456,0.465
Brad Davis,19,Career,,,NBA,,961.0,396.0,23.2,3.1,6.1,0.51,1.7,2.1,0.828,0.3,1.5,1.8,4.9,0.8,0.2,1.4,2.2,8.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.321,2.8,5.2,0.542,0.534
Charles Davis,13,Career,,,NBA,,415,32,12.2,2.3,5.2,.451,0.6,0.8,.737,0.9,1.5,2.4,0.7,0.3,0.2,0.8,1.5,5.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,.170,2.3,4.9,.466,.455
Dale Davis,18,Career,,,NBA,,1094.0,863.0,27.1,3.3,6.2,0.53,1.4,2.5,0.562,3.0,4.8,7.9,0.9,0.6,1.2,1.0,2.6,8.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3.3,6.2,0.53,0.53
Ed Davis,13,Career,,,NBA,,690.0,103.0,19.6,2.6,4.5,0.5660000000000001,1.1,1.8,0.585,2.3,4.3,6.6,0.8,0.5,0.8,0.8,2.5,6.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,4.5,0.5670000000000001,0.5660000000000001
Glen Davis,10,Career,,,NBA,,514.0,121.0,21.1,3.1,7.0,0.447,1.7,2.4,0.7,1.4,2.9,4.4,0.9,0.7,0.3,1.0,2.4,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.182,3.1,6.9,0.451,0.44799999999999995
Hubert Davis,16,Career,,,NBA,,685.0,149.0,22.1,3.1,6.7,0.45799999999999996,0.9,1.1,0.8370000000000001,0.3,1.2,1.5,1.7,0.4,0.1,0.9,1.5,8.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.4,0.441,2.0,4.3,0.46799999999999997,0.537
Jim Davis,11,Career,,,NBA,,597.0,,16.8,2.5,5.5,0.461,1.6,2.4,0.674,1.3,2.4,5.2,1.2,0.6,0.4,,2.5,6.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Johnny Davis,12,Career,,,NBA,,750.0,212.0,28.3,4.9,11.0,0.44799999999999995,3.0,3.7,0.821,0.7,1.3,2.0,4.5,0.9,0.2,2.1,2.0,12.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.17600000000000002,4.9,10.8,0.45399999999999996,0.45
Lee Davis,8,Career,,,ABA,,453.0,,17.2,3.3,6.9,0.48200000000000004,1.1,1.8,0.607,1.8,3.0,4.8,1.0,0.4,0.5,0.9,2.4,7.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.18899999999999997,3.3,6.8,0.486,0.484
Ricky Davis,18,Career,,,NBA,,736,344,29.8,5.1,11.4,.446,2.5,3.2,.781,0.8,2.7,3.5,3.3,1.0,0.3,2.2,1.9,13.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.2,.361,4.3,9.2,.466,.480
Terry Davis,12,Career,,,NBA,,480,275,21.6,2.5,5.3,.472,1.4,2.3,.605,2.3,3.7,6.0,0.6,0.4,0.3,1.1,2.5,6.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.158,2.5,5.3,.475,.473
Walter Davis,17,Career,,,NBA,,1033.0,373.0,27.9,7.9,15.4,0.511,3.0,3.6,0.851,0.9,2.1,3.0,3.8,1.2,0.1,2.5,2.4,18.9,1,6.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9,0.2,0.7,0.272,7.7,14.8,0.521,0.516
Warren Davis,10,Career,,,ABA,,447.0,,29.3,4.5,9.4,0.48,3.1,4.5,0.691,3.1,6.1,9.2,2.1,,,2.4,3.4,12.2,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.125,4.5,9.4,0.48100000000000004,0.48
Darryl Dawkins,21,Career,,,NBA,,726,399,23.7,4.8,8.4,.572,2.4,3.6,.685,1.5,4.6,6.1,1.3,0.5,1.4,2.6,3.8,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.133,4.8,8.4,.573,.572
Johnny Dawkins,9,Career,,,NBA,,541.0,303.0,27.5,4.4,9.6,0.456,2.0,2.3,0.857,0.6,1.9,2.5,5.5,1.1,0.1,2.0,1.5,11.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.33,4.0,8.6,0.47100000000000003,0.474
Todd Day,11,Career,,,NBA,,483,197,25.3,4.2,10.4,.406,2.6,3.6,.739,1.2,2.2,3.4,1.5,1.1,0.6,1.5,2.8,12.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.4,.345,3.0,7.0,.435,.462
Dave DeBusschere,14,Career,,,NBA,,875.0,,35.7,6.5,15.1,0.43200000000000005,3.0,4.3,0.6990000000000001,1.9,8.8,11.0,2.9,0.9,0.5,,3.2,16.1,1,8.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,83.6,,,,,,,
Andrew DeClercq,12,Career,,,NBA,,587.0,253.0,16.8,1.9,3.8,0.507,1.0,1.6,0.621,1.7,2.5,4.2,0.6,0.7,0.5,0.9,3.0,4.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,3.8,0.507,0.507
DeMar DeRozan,12,Career,,,NBA,,873.0,861.0,34.1,7.2,15.7,0.46,5.3,6.4,0.833,0.7,3.6,4.4,3.8,1.0,0.3,2.1,2.3,20.1,0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.4,1.5,0.28,6.8,14.2,0.478,0.473
Dewayne Dedmon,13,Career,,,NBA,,403.0,194.0,18.2,2.5,4.9,0.519,0.9,1.3,0.737,1.6,4.4,6.0,0.7,0.5,0.9,1.0,2.5,6.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,0.33,2.2,3.7,0.578,0.5589999999999999
Terry Dehere,8,Career,,,NBA,,402.0,65.0,18.2,2.7,6.5,0.41100000000000003,1.8,2.4,0.779,0.4,1.1,1.5,2.6,0.5,0.1,1.5,2.1,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.2,0.37799999999999995,1.9,4.4,0.42700000000000005,0.473
Vinny Del Negro,16,Career,,,NBA,,771,370,24.9,3.7,7.8,.475,1.4,1.7,.840,0.4,2.0,2.3,3.2,0.7,0.1,1.1,1.9,9.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.9,.359,3.4,6.9,.489,.495
Bison Dele,8,Career,,,NBA,,413.0,204.0,24.2,4.5,8.5,0.528,2.0,2.9,0.691,2.1,4.1,6.2,1.1,0.8,0.9,2.0,3.1,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,4.5,8.4,0.529,0.528
Carlos Delfino,10,Career,,,NBA,,507,170,22.8,2.9,7.2,.401,1.0,1.3,.758,0.6,3.0,3.6,1.7,0.9,0.2,1.0,1.6,8.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.7,.365,1.6,3.6,.438,.494
Tony Delk,18,Career,,,NBA,,545,103,21.5,3.4,8.4,.408,1.4,1.8,.769,0.6,1.8,2.5,1.9,0.8,0.1,1.1,1.6,9.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.5,.343,2.6,5.9,.436,.459
Matthew Dellavedova,10,Career,,,NBA,,447.0,93.0,20.3,2.0,5.1,0.386,0.7,0.8,0.84,0.4,1.4,1.8,3.7,0.5,0.0,1.2,1.9,5.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.5,0.364,1.1,2.6,0.40700000000000003,0.474
Luol Deng,17,Career,,,NBA,,902.0,828.0,34.3,5.7,12.5,0.456,2.7,3.5,0.769,1.6,4.4,6.1,2.3,1.0,0.5,1.6,1.7,14.8,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.7,2.2,0.332,5.0,10.3,0.48200000000000004,0.485
Randy Denton,12,Career,,,TOT,,413,,24.7,4.9,10.4,.473,1.6,2.1,.779,2.9,5.7,8.6,1.3,0.5,0.5,1.6,2.6,11.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,.214,4.9,10.4,.474,.473
Boris Diaw,19,Career,,,NBA,,1064,564,27.0,3.6,7.2,.493,1.0,1.4,.717,1.2,3.2,4.4,3.5,0.6,0.5,1.8,2.1,8.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,1.3,.336,3.1,5.9,.529,.524
Gorgui Dieng,12,Career,,,NBA,,545.0,205.0,21.6,3.0,5.9,0.5,1.6,2.0,0.7909999999999999,1.8,4.2,6.0,1.3,0.8,1.0,1.2,2.2,7.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,0.358,2.7,5.2,0.52,0.522
Connie Dierking,17,Career,,,NBA,,706,,21.9,4.1,9.7,.417,1.9,2.8,.697,,,6.7,1.5,,,,2.9,10.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Coby Dietrick,13,Career,,,TOT,,842.0,0.0,19.3,2.6,5.5,0.462,1.0,1.3,0.735,1.4,3.1,4.5,2.1,0.9,0.6,1.3,2.8,6.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.19399999999999998,2.5,5.5,0.46399999999999997,0.46299999999999997
DeSagana Diop,16,Career,,,NBA,,601.0,93.0,14.0,0.8,2.0,0.42700000000000005,0.3,0.6,0.467,1.4,2.3,3.7,0.4,0.4,1.0,0.6,2.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16699999999999998,0.8,1.9,0.429,0.428
Terry Dischinger,11,Career,,,NBA,,652,,27.4,5.3,10.5,.506,3.2,4.2,.758,,,5.6,1.8,,,,3.2,13.8,1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,,,,,,,
Vlade Divac,16,Career,,,NBA,,1134.0,979.0,29.8,4.6,9.3,0.495,2.5,3.7,0.6920000000000001,2.5,5.7,8.2,3.1,1.1,1.4,2.2,3.2,11.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,0.4,0.235,4.5,8.9,0.506,0.5
Juan Dixon,11,Career,,,NBA,,436.0,77.0,19.5,3.2,7.8,0.413,1.3,1.5,0.833,0.4,1.5,1.9,1.8,0.8,0.1,1.3,1.7,8.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.2,0.341,2.5,5.6,0.442,0.461
Michael Doleac,12,Career,,,NBA,,587.0,84.0,15.0,2.1,4.8,0.439,0.7,0.8,0.7909999999999999,1.0,2.3,3.3,0.6,0.3,0.4,0.6,2.2,4.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,2.1,4.8,0.44,0.439
James Donaldson,20,Career,,,NBA,,957,659,27.4,3.2,5.7,.571,2.1,2.8,.732,2.2,5.7,7.8,0.8,0.4,1.3,1.5,2.1,8.6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,3.2,5.7,.571,.571
Keyon Dooling,13,Career,,,NBA,,728.0,86.0,19.4,2.5,6.0,0.41600000000000004,1.4,1.7,0.799,0.2,1.1,1.3,2.2,0.6,0.1,1.1,1.7,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,0.349,1.9,4.2,0.44299999999999995,0.467
Leon Douglas,16,Career,,,NBA,,456,17,22.2,3.0,6.1,.495,1.8,3.0,.601,2.3,4.2,6.5,1.1,0.5,0.7,1.8,3.6,7.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,3.0,6.1,.496,.495
Sherman Douglas,16,Career,,,NBA,,765.0,482.0,27.6,4.4,9.0,0.484,2.1,3.1,0.6779999999999999,0.7,1.5,2.2,5.9,1.0,0.1,2.3,2.1,11.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.267,4.2,8.2,0.504,0.495
Goran Dragić,17,Career,,,NBA,,860.0,522.0,28.0,5.1,11.0,0.462,2.5,3.2,0.7659999999999999,0.7,2.4,3.1,4.8,1.0,0.2,2.3,2.3,13.9,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.2,3.4,0.363,3.8,7.6,0.507,0.518
Greg Dreiling,11,Career,,,NBA,,474,94,8.9,0.8,1.7,.467,0.6,0.8,.649,0.6,1.5,2.1,0.4,0.2,0.3,0.5,1.9,2.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.333,0.8,1.7,.469,.469
John Drew,12,Career,,,NBA,,739,104,29.5,7.4,15.8,.470,5.8,7.8,.748,2.9,4.0,6.9,1.7,1.4,0.3,2.7,3.6,20.7,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.2,.175,7.4,15.7,.472,.471
Larry Drew,11,Career,,,NBA,,714,341,25.7,4.6,9.9,.467,1.9,2.4,.798,0.4,1.4,1.8,5.2,1.1,0.1,2.2,1.8,11.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.6,.291,4.5,9.4,.478,.475
Clyde Drexler,17,Career,,,NBA,,1086.0,950.0,34.6,7.7,16.3,0.47200000000000003,4.3,5.5,0.7879999999999999,2.4,3.7,6.1,5.6,2.0,0.7,2.7,3.0,20.4,1,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99.8,0.8,2.4,0.318,6.9,13.9,0.498,0.495
Andre Drummond,13,Career,,,NBA,,636.0,585.0,30.8,6.1,11.4,0.5379999999999999,2.3,4.8,0.469,4.7,9.0,13.8,1.4,1.4,1.5,2.0,3.2,14.6,0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.9,0.0,0.2,0.135,6.1,11.2,0.544,0.539
Kevin Duckworth,13,Career,,,NBA,,684.0,527.0,25.5,4.7,10.0,0.46799999999999997,2.4,3.3,0.736,2.0,3.8,5.8,0.9,0.5,0.5,1.8,3.2,11.8,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20800000000000002,4.7,10.0,0.469,0.46799999999999997
Chris Dudley,18,Career,,,NBA,,886.0,331.0,18.4,1.6,3.8,0.41200000000000003,0.8,1.7,0.45799999999999996,2.5,3.6,6.2,0.4,0.4,1.2,0.8,2.6,3.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,3.8,0.41200000000000003,0.41200000000000003
Jared Dudley,16,Career,,,NBA,,903.0,286.0,22.3,2.7,5.8,0.46399999999999997,1.0,1.4,0.732,0.9,2.3,3.2,1.5,0.8,0.2,0.8,1.8,7.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5,0.39299999999999996,1.7,3.3,0.517,0.5489999999999999
Chris Duhon,9,Career,,,NBA,,606.0,319.0,25.6,2.2,5.7,0.39299999999999996,1.0,1.2,0.784,0.3,1.9,2.3,4.4,0.8,0.1,1.5,1.6,6.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.0,0.363,1.2,2.7,0.426,0.488
Walter Dukes,8,Career,,,NBA,,553.0,,26.5,3.5,9.4,0.369,3.5,5.0,0.7,,,11.3,1.1,,,,4.1,10.4,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Joe Dumars,14,Career,,,NBA,,1018,944,34.5,5.9,12.8,0.46,3.4,4.0,0.843,0.7,1.5,2.2,4.5,0.9,0.1,2.0,1.8,16.1,1,6.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,75.6,1.0,2.5,0.382,4.9,10.2,0.48,0.498
Tim Duncan,19,Career,,,NBA,,1392,1389,34.0,7.4,14.6,0.506,4.2,6.1,0.696,2.8,8.1,10.8,3.0,0.7,2.2,2.4,2.4,19.0,1,15.0,2.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,100,0.0,0.1,0.179,7.4,14.5,0.509,0.507
Mike Dunleavy,16,Career,,,NBA,,438,55,19.2,3.0,6.4,.467,1.7,2.1,.810,0.3,1.2,1.6,3.9,0.8,0.1,1.8,2.3,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,.339,2.7,5.5,.489,.492
Mike Dunleavy,19,Career,,,NBA,,986.0,585.0,27.7,4.0,9.1,0.441,1.9,2.4,0.8029999999999999,0.7,3.6,4.3,2.2,0.7,0.3,1.4,2.0,11.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.5,0.377,2.7,5.5,0.48100000000000004,0.514
T.R. Dunn,14,Career,,,NBA,,993.0,457.0,23.2,2.0,4.5,0.457,1.0,1.4,0.725,1.7,2.7,4.4,1.6,1.3,0.3,0.8,2.1,5.1,1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,2.0,4.5,0.45899999999999996,0.457
