Player,index,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eligible,All Star,MVP,DPOY,All-NBA,All-Defensive,Sixth Man,ROY,Scoring Champ,AST Champ,TRB Champ,STL Champ,BLK Champ,NBA Champ,Hall of Fame,hof_prob,3P,3PA,3P%,2P,2PA,2P%,eFG%
Sean Rooks,17,Career,,,NBA,,749,230,18.1,2.3,5.0,.459,1.7,2.4,.699,1.3,2.6,3.8,0.8,0.3,0.7,1.1,2.2,6.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.091,2.3,4.9,.461,.459
Derrick Rose,17,Career,,,NBA,,638,507,32.1,7.2,15.8,.456,3.2,3.9,.828,0.8,2.5,3.3,5.5,0.8,0.3,2.6,1.3,18.4,0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.8,2.6,.307,6.4,13.2,.485,.481
Jalen Rose,19,Career,,,NBA,,923.0,572.0,30.3,5.3,11.9,0.44299999999999995,3.0,3.7,0.8009999999999999,0.5,2.9,3.5,3.8,0.8,0.3,2.3,2.6,14.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.3,0.355,4.4,9.6,0.46399999999999997,0.47700000000000004
Malik Rose,17,Career,,,NBA,,813.0,85.0,16.5,2.2,5.0,0.43700000000000006,1.7,2.3,0.743,1.4,2.7,4.1,0.8,0.6,0.4,1.3,2.3,6.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.177,2.2,5.0,0.442,0.43799999999999994
Quinton Ross,9,Career,,,NBA,,458.0,169.0,18.5,1.7,4.0,0.419,0.6,0.9,0.711,0.6,1.5,2.1,0.9,0.6,0.3,0.5,1.9,4.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.318,1.6,3.6,0.428,0.43200000000000005
Terrence Ross,11,Career,,,NBA,,607.0,178.0,25.0,4.2,9.9,0.419,1.2,1.4,0.835,0.4,2.5,2.9,1.2,0.9,0.3,1.0,1.8,11.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.2,0.36700000000000005,2.2,4.7,0.47600000000000003,0.515
Dan Roundfield,13,Career,,,TOT,,813,270,29.8,5.4,11.3,.482,3.5,4.7,.735,3.2,6.1,9.2,2.0,0.9,1.4,2.5,3.3,14.3,1,3.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.1,.111,5.4,11.2,.485,.483
Curtis Rowe,8,Career,,,NBA,,590.0,,31.0,4.8,9.9,0.48200000000000004,2.1,3.0,0.701,2.1,4.4,7.2,1.6,0.5,0.5,1.6,2.3,11.6,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,
Donald Royal,14,Career,,,NBA,,504,88,16.8,1.9,4.0,.473,2.4,3.2,.770,1.1,1.7,2.8,1.0,0.5,0.2,1.1,1.7,6.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,1.9,4.0,.477,.473
Ricky Rubio,12,Career,,,NBA,,624,588,30.4,3.6,9.2,.391,3.0,3.6,.843,0.6,3.5,4.2,7.7,1.8,0.1,2.6,2.6,11.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,2.7,.326,2.7,6.5,.418,.439
Michael Ruffin,10,Career,,,NBA,,414,58,14.4,0.6,1.5,.407,0.5,1.1,.459,1.8,2.2,3.9,0.6,0.5,0.5,0.7,2.3,1.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,0.6,1.5,.409,.407
Bob Rule,12,Career,,,NBA,,403.0,,29.4,6.9,15.0,0.461,3.6,5.3,0.6859999999999999,1.6,2.2,8.3,1.5,0.4,0.4,,3.1,17.4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,
Brandon Rush,9,Career,,,NBA,,481.0,163.0,22.0,2.5,5.9,0.426,0.6,0.8,0.706,0.4,2.5,2.9,1.0,0.5,0.5,0.8,1.3,6.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.7,0.402,1.5,3.2,0.447,0.518
Bill Russell,13,Career,,,NBA,,963,,42.3,5.9,13.4,0.44,3.3,5.8,0.561,,,22.5,4.3,,,,2.7,15.1,1,12.0,5.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,1.0,100,,,,,,,
Bryon Russell,13,Career,,,NBA,,841.0,392.0,23.5,2.7,6.3,0.431,1.7,2.3,0.75,0.9,2.6,3.5,1.3,1.0,0.2,1.0,2.4,7.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.2,0.369,1.9,4.1,0.465,0.496
Campy Russell,11,Career,,,NBA,,566,63,29.6,6.0,13.1,.459,3.8,4.9,.772,1.6,3.2,4.8,3.0,1.0,0.2,3.0,2.7,15.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,.366,5.9,12.9,.461,.462
Cazzie Russell,12,Career,,,NBA,,817.0,,27.2,6.3,13.7,0.46399999999999997,2.5,3.0,0.8270000000000001,1.1,2.2,3.8,2.2,0.8,0.1,1.0,2.1,15.1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,,
Arvydas Sabonis,17,Career,,,NBA,,470,314,24.2,4.4,8.9,.500,2.8,3.6,.786,1.6,5.7,7.3,2.1,0.8,1.1,1.8,2.7,12.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.9,.328,4.1,8.0,.520,.517
John Salley,16,Career,,,NBA,,748,228,22.1,2.5,4.9,.506,2.0,2.8,.714,1.6,2.8,4.5,1.2,0.6,1.3,1.3,3.2,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.0,0.0,.214,2.5,4.9,.507,.506
John Salmons,19,Career,,,NBA,,895.0,429.0,26.4,3.4,7.8,0.431,1.7,2.2,0.799,0.5,2.4,2.9,2.4,0.8,0.3,1.3,1.9,9.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.2,0.366,2.5,5.6,0.457,0.483
Ralph Sampson,11,Career,,,NBA,,456.0,363.0,29.8,6.4,13.2,0.486,2.6,3.9,0.6609999999999999,2.6,6.2,8.8,2.3,0.9,1.6,3.0,3.5,15.4,1,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.1,0.172,6.4,13.1,0.489,0.48700000000000004
Mike Sanders,15,Career,,,NBA,,648.0,209.0,19.1,3.3,6.9,0.48200000000000004,1.2,1.6,0.769,1.0,1.9,3.0,1.4,0.7,0.3,1.1,2.6,8.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.221,3.3,6.8,0.48700000000000004,0.484
Tom Sanders,13,Career,,,NBA,,916,,24.2,3.7,8.7,0.428,2.1,2.8,0.767,,,6.3,1.1,,,,3.3,9.6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,15.9,,,,,,,
Woody Sauldsberry,13,Career,,,NBA,,462,,27.7,4.7,13.6,.348,1.2,2.0,.610,,,7.8,1.1,,,,3.1,10.7,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Brian Scalabrine,11,Career,,,NBA,,520.0,61.0,13.0,1.1,2.9,0.39,0.5,0.6,0.7829999999999999,0.5,1.5,2.0,0.8,0.3,0.2,0.7,1.6,3.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.344,0.8,1.9,0.415,0.45
Danny Schayes,22,Career,,,NBA,,1138.0,427.0,19.3,2.6,5.5,0.48100000000000004,2.4,3.0,0.8059999999999999,1.6,3.4,5.0,1.1,0.5,0.7,1.4,3.1,7.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,2.6,5.4,0.48200000000000004,0.48100000000000004
Dolph Schayes,15,Career,,,NBA,,996,,34.4,5.9,15.5,0.38,6.7,7.9,0.8490000000000001,,,12.1,3.1,,,,3.4,18.5,1,12.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100,,,,,,,
Dale Schlueter,10,Career,,,NBA,,586.0,,16.4,2.0,4.0,0.49700000000000005,1.3,2.0,0.6779999999999999,0.9,2.1,5.2,1.6,0.3,0.4,1.5,2.3,5.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Detlef Schrempf,18,Career,,,NBA,,1136.0,524.0,29.6,4.8,9.7,0.491,3.9,4.9,0.8029999999999999,1.6,4.5,6.2,3.4,0.8,0.3,2.0,3.0,13.9,1,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.4,1.1,0.384,4.3,8.6,0.505,0.513
Dennis Schröder,8,Career,,,NBA,,555.0,236.0,26.2,5.3,12.3,0.436,2.4,2.9,0.83,0.4,2.5,2.9,4.7,0.8,0.1,2.4,2.0,14.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.4,0.337,4.2,8.9,0.474,0.483
Luis Scola,12,Career,,,NBA,,743,505,25.6,4.9,10.0,.493,2.0,2.6,.740,1.8,4.9,6.7,1.6,0.6,0.3,1.5,2.7,12.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,.339,4.8,9.7,.499,.499
Fred Scolari,13,Career,,,TOT,,534.0,,26.4,4.0,12.5,0.321,3.3,4.0,0.818,,,2.7,2.6,,,,2.8,11.3,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,,,,,,,
Alvin Scott,8,Career,,,NBA,,627,70.0,17.3,1.9,3.9,0.48100000000000004,1.2,1.6,0.733,1.1,2.1,3.2,1.4,0.6,0.6,1.0,1.6,4.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,3.9,0.483,0.48200000000000004
Byron Scott,15,Career,,,NBA,,1073,717,28.1,5.5,11.4,.482,2.3,2.8,.833,0.6,2.2,2.8,2.5,1.1,0.3,1.5,1.9,14.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.9,0.7,2.0,.370,4.8,9.5,.505,.514
Charlie Scott,14,Career,,,TOT,,717.0,,35.6,8.4,18.7,0.44799999999999995,3.9,5.0,0.773,1.2,2.7,4.0,4.9,1.3,0.3,3.4,3.7,20.7,1,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,0.2,0.8,0.253,8.3,18.4,0.45,0.449
Dennis Scott,14,Career,,,NBA,,629.0,376.0,28.6,4.7,11.3,0.41700000000000004,1.5,1.9,0.7929999999999999,0.6,2.2,2.8,2.1,0.8,0.3,1.2,2.0,12.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,4.9,0.397,2.8,6.4,0.431,0.502
Mike Scott,11,Career,,,NBA,,547.0,33.0,16.6,2.6,5.7,0.45399999999999996,0.7,0.9,0.757,0.7,2.4,3.1,0.9,0.3,0.1,0.7,1.5,6.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.5,0.363,1.7,3.3,0.523,0.532
Ray Scott,13,Career,,,TOT,,811.0,,29.2,5.5,13.5,0.409,3.3,4.5,0.727,1.8,4.7,9.8,2.2,,,1.5,2.8,14.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.5,13.5,0.409,0.409
Malik Sealy,8,Career,,,NBA,,493.0,253.0,23.8,3.8,8.9,0.426,2.2,2.7,0.809,1.0,2.2,3.2,1.7,1.1,0.3,1.4,2.2,10.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.292,3.5,7.8,0.445,0.444
Kenny Sears,11,Career,,,NBA,,529,,28.2,4.7,10.2,.455,4.6,5.6,.826,,,7.8,1.6,,,,2.8,13.9,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,,,,,,,
Thabo Sefolosha,16,Career,,,NBA,,869.0,475.0,21.9,2.2,4.9,0.449,0.7,1.0,0.732,0.7,3.0,3.7,1.4,1.1,0.4,0.9,1.6,5.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.7,0.349,1.6,3.2,0.502,0.509
Rony Seikaly,14,Career,,,NBA,,678,607,31.6,5.4,11.1,.484,4.0,5.8,.679,3.2,6.3,9.5,1.3,0.7,1.3,2.8,3.5,14.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.188,5.4,11.1,.485,.484
Frank Selvy,16,Career,,,NBA,,565,,26.4,3.9,10.0,.394,3.0,4.1,.728,,,3.7,2.8,,,,2.2,10.8,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,,,,,,,
George Senesky,8,Career,,,TOT,,482,,27.3,2.7,8.5,0.313,1.9,2.6,0.7020000000000001,,,3.5,3.2,,,,2.0,7.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,
Kevin Séraphin,7,Career,,,NBA,,423.0,34.0,15.2,2.7,5.5,0.489,0.6,0.8,0.715,1.2,2.3,3.5,0.6,0.2,0.7,1.1,2.1,5.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,5.5,0.491,0.489
Ramon Sessions,19,Career,,,NBA,,691.0,146.0,23.3,3.5,8.0,0.434,3.1,3.9,0.7909999999999999,0.5,2.2,2.7,4.1,0.7,0.1,1.7,1.4,10.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.316,3.2,7.1,0.45,0.45299999999999996
Paul Seymour,13,Career,,,TOT,,622,,30.1,3.3,9.4,.350,2.8,3.6,.792,,,3.1,3.8,,,,2.2,9.4,1,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,,,,,,,
Chuck Share,13,Career,,,NBA,,596.0,,21.9,2.6,6.6,0.4,3.0,4.4,0.693,,,8.4,1.4,,,,3.5,8.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,
Bill Sharman,11,Career,,,NBA,,711.0,,32.0,6.7,15.7,0.426,4.4,5.0,0.883,,,3.9,3.0,,,,2.7,17.8,1,8.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,99.7,,,,,,,
Brian Shaw,19,Career,,,NBA,,943,361,23.0,2.7,6.8,.403,1.0,1.3,.782,0.8,2.6,3.4,4.2,0.8,0.3,1.8,2.1,6.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.5,1.5,.304,2.3,5.3,.431,.437
Lonnie Shelton,10,Career,,,NBA,,673.0,253.0,27.5,5.1,10.3,0.49200000000000005,1.8,2.4,0.738,2.1,4.0,6.1,2.2,1.1,0.8,2.2,3.8,12.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.09699999999999999,5.1,10.3,0.493,0.49200000000000005
Purvis Short,12,Career,,,NBA,,842.0,347.0,29.2,7.0,14.9,0.474,3.1,3.8,0.8240000000000001,1.7,2.6,4.3,2.5,1.0,0.2,2.0,2.9,17.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.282,6.9,14.3,0.48200000000000004,0.479
Gene Shue,12,Career,,,NBA,,699.0,,33.4,5.3,13.4,0.396,3.8,4.7,0.8059999999999999,,,4.1,3.7,,,,2.0,14.4,1,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,,,,,,
Iman Shumpert,14,Career,,,NBA,,461.0,246.0,24.9,2.7,6.8,0.391,0.8,1.1,0.764,0.7,2.6,3.3,1.8,1.1,0.3,1.1,2.3,7.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.1,0.337,1.6,3.6,0.43799999999999994,0.469
Jerry Sichting,14,Career,,,NBA,,598.0,195.0,21.3,3.0,5.9,0.507,0.9,1.0,0.857,0.3,1.0,1.4,3.3,0.7,0.0,1.1,1.6,6.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.271,2.9,5.6,0.519,0.513
Larry Siegfried,11,Career,,,NBA,,550.0,,24.8,3.9,9.5,0.409,3.0,3.5,0.8540000000000001,,,2.8,3.5,,,,2.4,10.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.5,,,,,,,
Jack Sikma,14,Career,,,NBA,,1107.0,739.0,33.4,5.8,12.5,0.46399999999999997,3.9,4.6,0.8490000000000001,2.3,7.5,9.8,3.2,1.0,0.9,2.3,3.5,15.6,1,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87.0,0.2,0.7,0.32799999999999996,5.6,11.9,0.47,0.47100000000000003
James Silas,11,Career,,,TOT,,685,34,29.7,5.7,11.6,.495,4.6,5.4,.855,0.8,2.2,3.0,3.8,1.0,0.2,2.4,2.5,16.1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,.000,5.7,11.6,.496,.495
Paul Silas,16,Career,,,NBA,,1254.0,,27.9,3.4,7.9,0.43200000000000005,2.5,3.8,0.6729999999999999,3.6,5.6,9.9,2.1,0.6,0.2,1.4,2.5,9.4,1,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.7,0.0,0.0,,3.4,7.9,0.43200000000000005,0.43200000000000005
Bobby Simmons,11,Career,,,NBA,,466,228,24.7,3.3,7.6,.437,1.5,1.8,.823,1.2,2.6,3.8,1.5,0.8,0.2,1.1,2.5,9.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,2.0,.396,2.5,5.6,.452,.490
Connie Simmons,14,Career,,,TOT,,598.0,,22.9,3.6,10.4,0.35100000000000003,2.5,3.7,0.6779999999999999,,,6.2,1.6,,,,3.1,9.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Lionel Simmons,7,Career,,,NBA,,454,307,29.7,4.9,11.4,0.433,2.9,3.7,0.7709999999999999,1.8,4.5,6.2,3.3,1.1,0.8,2.2,2.4,12.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.305,4.8,11.1,0.436,0.43700000000000006
Walter Simon,7,Career,,,ABA,,541.0,,26.0,4.9,10.6,0.462,2.1,2.9,0.7040000000000001,1.5,3.2,5.0,2.7,0.5,0.1,1.8,3.1,11.9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.2,0.133,4.9,10.3,0.469,0.46299999999999997
Ralph Simpson,14,Career,,,TOT,,705.0,,27.8,6.8,15.1,0.449,3.1,4.1,0.763,1.3,2.4,3.7,3.3,1.4,0.2,2.9,2.1,16.7,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,0.3,0.19,6.7,14.9,0.45399999999999996,0.451
Scott Skiles,11,Career,,,NBA,,600,371,28.0,3.8,8.8,.435,2.6,2.9,.889,0.5,2.1,2.5,6.5,0.8,0.0,2.5,2.2,11.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,2.3,.379,2.9,6.5,.455,.485
Brian Skinner,18,Career,,,NBA,,608.0,197.0,17.9,2.0,4.0,0.494,0.8,1.4,0.5660000000000001,1.5,3.2,4.7,0.5,0.4,0.9,0.9,2.1,4.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,2.0,4.0,0.494,0.494
Jerry Sloan,11,Career,,,NBA,,755.0,,34.1,5.5,12.8,0.42700000000000005,3.1,4.3,0.722,2.1,4.8,7.4,2.5,2.2,0.2,,3.6,14.0,1,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,,,,,,,
Marcus Smart,7,Career,,,NBA,,444,223,29.3,3.4,9.0,0.376,2.0,2.5,0.779,0.9,2.7,3.5,4.2,1.6,0.4,1.7,2.6,10.2,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.7,0.32,1.9,4.3,0.43799999999999994,0.461
Adrian Smith,13,Career,,,TOT,,772.0,,24.6,4.1,9.6,0.43,3.1,3.7,0.838,0.3,0.6,2.1,2.3,,,0.6,2.4,11.3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.182,4.1,9.6,0.43,0.43
Bingo Smith,13,Career,,,NBA,,865.0,,25.9,5.5,12.3,0.449,1.5,1.9,0.7979999999999999,1.2,2.7,4.2,2.0,0.8,0.3,1.0,2.4,12.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.284,5.5,12.2,0.45,0.45
Charles Smith,11,Career,,,NBA,,564.0,419.0,29.0,5.3,11.2,0.475,3.7,4.8,0.774,2.1,3.6,5.8,1.4,0.8,1.4,1.8,3.4,14.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.19399999999999998,5.3,11.0,0.479,0.47700000000000004
Craig Smith,6,Career,,,NBA,,403.0,49.0,16.9,3.0,5.5,0.5529999999999999,1.6,2.4,0.6609999999999999,1.3,2.5,3.9,0.8,0.5,0.2,1.0,2.4,7.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.037000000000000005,3.0,5.4,0.56,0.5529999999999999
Derek Smith,11,Career,,,NBA,,408.0,214.0,24.1,5.0,10.0,0.499,2.8,3.7,0.753,1.2,2.0,3.2,2.1,0.6,0.4,1.7,3.0,12.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.294,4.9,9.6,0.507,0.504
Elmore Smith,11,Career,,,NBA,,562,,31.8,5.6,11.7,.482,2.1,3.7,.579,2.3,7.1,10.6,1.4,0.8,2.9,1.7,3.5,13.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,
Greg Smith,12,Career,,,NBA,,524.0,,23.4,3.3,6.9,0.48200000000000004,1.2,1.8,0.6459999999999999,0.8,1.5,6.2,1.8,0.5,0.1,,3.0,7.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,,,,,,
Ish Smith,21,Career,,,NBA,,646.0,166.0,20.2,3.3,7.6,0.43,0.7,1.1,0.6779999999999999,0.4,2.1,2.5,3.9,0.7,0.2,1.3,1.3,7.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,0.321,2.9,6.3,0.452,0.457
J.R. Smith,18,Career,,,NBA,,977.0,395.0,26.9,4.5,10.7,0.419,1.5,2.0,0.733,0.5,2.6,3.1,2.1,1.0,0.2,1.3,2.2,12.4,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,2.0,5.3,0.373,2.5,5.4,0.46299999999999997,0.511
Jason Smith,15,Career,,,NBA,,616,104,16.3,2.6,5.5,.468,0.9,1.1,.783,1.1,2.3,3.4,0.7,0.3,0.7,0.8,2.2,6.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,.333,2.4,5.0,.479,.480
